Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA14,OUT013,2328.0
DRC24,OUT035,2614.0
FDW21,OUT018,1426.0
NCH29,OUT046,1556.0
FDU58,OUT013,3064.0
FDY27,OUT017,2940.0
FDV56,OUT035,2006.0
FDT59,OUT046,3660.0
FDB23,OUT046,3624.0
FDR49,OUT045,700.0
FDB03,OUT010,1914.0
FDN39,OUT045,2608.0
FDX02,OUT027,5014.0
FDQ16,OUT027,3222.0
FDU35,OUT018,1346.0
NCT29,OUT013,1936.0
FDZ27,OUT046,832.0
FDN57,OUT017,2348.0
FDA03,OUT018,2102.0
FDZ36,OUT045,2932.0
NCU05,OUT013,1304.0
FDT39,OUT018,2210.0
FDK60,OUT017,1708.0
FDZ25,OUT017,2844.0
FDG12,OUT046,2028.0
DRB01,OUT019,1086.0
NCC43,OUT027,5390.0
FDX13,OUT019,2014.0
FDM22,OUT049,1018.0
FDJ03,OUT027,2342.0
FDU14,OUT018,3674.0
FDB33,OUT010,634.0
FDP27,OUT046,3024.0
FDO38,OUT010,-670.0
FDE28,OUT027,5174.0
FDO27,OUT035,1770.0
DRL23,OUT027,3186.0
FDS28,OUT046,984.0
FDX24,OUT013,1528.0
FDZ02,OUT035,1814.0
FDL46,OUT045,1808.0
FDS60,OUT027,4326.0
NCO06,OUT017,628.0
FDO16,OUT035,1598.0
FDC60,OUT049,1542.0
FDA48,OUT018,3210.0
FDZ36,OUT027,4482.0
FDK27,OUT045,1884.0
FDW23,OUT018,406.0
FDM14,OUT018,1522.0
FDM14,OUT013,1768.0
FDW60,OUT018,2622.0
FDE21,OUT013,1896.0
NCM42,OUT035,1934.0
FDY59,OUT010,-378.0
DRI49,OUT049,1354.0
FDT28,OUT019,498.0
FDQ22,OUT018,418.0
FDR60,OUT049,1318.0
FDC50,OUT019,-410.0
FDV24,OUT013,2432.0
DRF48,OUT010,1062.0
FDQ47,OUT046,664.0
DRN36,OUT049,1630.0
NCY06,OUT035,2222.0
FDE52,OUT035,1706.0
NCB54,OUT045,1932.0
NCF31,OUT035,2598.0
FDJ08,OUT027,4478.0
NCC07,OUT017,1780.0
NCD19,OUT027,2350.0
FDL46,OUT049,1986.0
FDM20,OUT045,3828.0
NCI06,OUT010,918.0
DRM11,OUT035,4270.0
NCH07,OUT018,2214.0
FDS23,OUT013,2080.0
FDO49,OUT018,614.0
FDS35,OUT049,1154.0
DRK39,OUT045,1260.0
DRI39,OUT049,1014.0
FDV04,OUT017,2652.0
NCN14,OUT035,3046.0
FDH08,OUT013,3688.0
FDS20,OUT046,2920.0
FDV40,OUT049,1322.0
FDZ48,OUT010,-142.0
FDS24,OUT027,2946.0
FDK44,OUT049,2838.0
FDS48,OUT045,2332.0
FDK26,OUT010,1114.0
FDD23,OUT045,2976.0
NCH54,OUT017,2636.0
NCP14,OUT010,-254.0
FDM60,OUT010,-1190.0
FDV24,OUT017,2516.0
FDH08,OUT018,3370.0
FDS12,OUT027,3502.0
FDR39,OUT027,4342.0
FDP12,OUT027,2158.0
DRF60,OUT027,5194.0
FDC09,OUT035,1910.0
FDF50,OUT018,2882.0
FDG28,OUT035,4102.0
NCE19,OUT017,988.0
NCM53,OUT010,-214.0
NCN18,OUT049,1832.0
FDF32,OUT035,3354.0
FDF11,OUT013,3856.0
DRI59,OUT049,3626.0
NCG54,OUT035,2854.0
FDM44,OUT046,1652.0
FDT57,OUT018,3478.0
FDV24,OUT046,2416.0
FDI50,OUT019,1742.0
FDS09,OUT035,1102.0
NCC31,OUT027,3918.0
FDQ07,OUT019,1586.0
FDC22,OUT017,3180.0
FDZ56,OUT046,2704.0
FDZ40,OUT019,-1006.0
FDS46,OUT027,3430.0
DRD24,OUT045,2160.0
FDV45,OUT017,3108.0
FDL26,OUT045,2412.0
FDA56,OUT018,1726.0
FDN27,OUT046,1904.0
FDM20,OUT049,3962.0
FDO16,OUT017,1472.0
FDL03,OUT035,3346.0
FDE58,OUT046,1884.0
FDI02,OUT027,3318.0
NCC55,OUT019,-1290.0
FDR03,OUT018,3050.0
FDB14,OUT017,1636.0
FDR45,OUT013,3832.0
NCN07,OUT017,2148.0
FDM51,OUT019,-206.0
FDT52,OUT027,5394.0
FDL26,OUT046,2460.0
NCZ42,OUT046,3756.0
DRI47,OUT019,398.0
FDW40,OUT013,2304.0
FDN34,OUT046,2740.0
FDS01,OUT035,3046.0
NCG55,OUT045,1764.0
FDC11,OUT035,1598.0
FDX35,OUT018,3362.0
NCB06,OUT046,2512.0
FDR09,OUT019,2178.0
FDC53,OUT017,1692.0
FDY45,OUT013,4040.0
FDA22,OUT010,762.0
FDE02,OUT035,1734.0
FDW21,OUT045,1628.0
FDV34,OUT046,1268.0
FDS59,OUT049,1886.0
NCW17,OUT017,2116.0
NCK54,OUT046,1858.0
FDG17,OUT019,1998.0
FDG35,OUT017,2892.0
FDD08,OUT010,-1254.0
NCO07,OUT017,3420.0
FDJ10,OUT010,382.0
FDW36,OUT017,1788.0
FDW21,OUT010,-226.0
FDY19,OUT017,2000.0
DRE03,OUT013,788.0
NCC55,OUT049,700.0
FDH52,OUT010,-814.0
FDO09,OUT017,4308.0
FDU43,OUT045,3756.0
FDX09,OUT010,866.0
FDH40,OUT019,-526.0
FDW58,OUT017,1796.0
FDC47,OUT017,3684.0
NCR41,OUT035,1694.0
DRG49,OUT035,4042.0
FDC52,OUT027,3966.0
FDY13,OUT046,1236.0
FDY35,OUT013,808.0
FDI35,OUT017,2996.0
NCU18,OUT049,2302.0
FDY33,OUT018,2298.0
FDC15,OUT027,3966.0
FDU01,OUT049,3078.0
NCU42,OUT046,2676.0
NCV29,OUT018,2530.0
NCY30,OUT017,2972.0
FDQ46,OUT049,1886.0
FDG58,OUT027,3970.0
FDK33,OUT017,3488.0
NCD07,OUT045,1756.0
NCX29,OUT027,3742.0
NCT42,OUT013,2360.0
DRN59,OUT035,946.0
FDI44,OUT035,1482.0
FDA45,OUT049,2886.0
FDP31,OUT045,1028.0
FDY01,OUT046,1880.0
FDT09,OUT018,1914.0
DRH03,OUT027,2986.0
FDA36,OUT018,2718.0
NCF31,OUT017,2516.0
FDG14,OUT049,2546.0
FDG28,OUT027,5406.0
FDU14,OUT049,4034.0
FDY47,OUT019,230.0
FDI56,OUT049,1550.0
DRD01,OUT013,972.0
FDM22,OUT046,964.0
FDH33,OUT013,720.0
DRZ24,OUT013,1892.0
NCQ38,OUT046,1672.0
FDO16,OUT027,2862.0
FDU07,OUT027,3862.0
NCB07,OUT013,3048.0
FDU48,OUT045,2044.0
NCM43,OUT045,2532.0
FDR31,OUT010,442.0
DRK49,OUT018,414.0
NCI30,OUT010,1906.0
DRD60,OUT017,2960.0
NCG19,OUT046,3660.0
FDH12,OUT035,1894.0
FDM32,OUT035,1690.0
FDM27,OUT035,2710.0
NCU53,OUT027,4078.0
NCQ18,OUT046,1552.0
FDS10,OUT013,2864.0
FDB33,OUT027,3998.0
FDI12,OUT013,1448.0
NCW42,OUT013,3472.0
NCC06,OUT018,1762.0
FDW02,OUT017,2180.0
NCD43,OUT017,1764.0
FDM57,OUT018,1130.0
FDA58,OUT017,3844.0
FDK56,OUT046,2936.0
FDP52,OUT045,3628.0
FDW20,OUT018,1726.0
FDS52,OUT049,1722.0
NCT29,OUT018,1622.0
NCL54,OUT013,2776.0
FDC05,OUT045,3112.0
FDF34,OUT035,3378.0
FDP03,OUT027,3518.0
FDD32,OUT010,-514.0
FDZ10,OUT045,1972.0
FDZ40,OUT035,1114.0
FDD51,OUT018,466.0
NCY30,OUT019,910.0
FDP58,OUT017,3540.0
FDV49,OUT017,4284.0
FDY24,OUT019,-1022.0
NCO55,OUT017,1788.0
FDR13,OUT017,2032.0
FDS51,OUT017,1140.0
FDP26,OUT045,1612.0
NCB54,OUT027,3510.0
FDF32,OUT017,3228.0
FDN31,OUT018,2738.0
DRM48,OUT017,688.0
FDN20,OUT049,2774.0
DRL01,OUT046,3700.0
FDV56,OUT049,1862.0
DRH13,OUT027,3194.0
FDA03,OUT017,2472.0
FDF47,OUT027,5014.0
FDX32,OUT046,2380.0
FDX57,OUT049,1686.0
NCA30,OUT045,2900.0
FDO49,OUT013,896.0
FDL04,OUT019,-238.0
DRM48,OUT035,802.0
FDR16,OUT013,3416.0
NCC19,OUT018,2754.0
NCE42,OUT045,3620.0
FDY24,OUT017,1056.0
FDH19,OUT049,2874.0
FDJ46,OUT013,2776.0
FDN45,OUT010,1610.0
FDY08,OUT035,2462.0
FDZ37,OUT035,1666.0
NCT30,OUT045,692.0
DRY23,OUT018,458.0
NCZ30,OUT018,1666.0
FDC44,OUT018,1534.0
FDB45,OUT035,1890.0
FDY04,OUT013,2656.0
FDM27,OUT046,2580.0
FDZ43,OUT017,3964.0
FDT39,OUT019,554.0
NCC06,OUT019,90.0
FDL15,OUT027,3934.0
FDL57,OUT017,4208.0
FDU08,OUT046,1612.0
FDK40,OUT017,4284.0
FDQ12,OUT010,1714.0
FDS48,OUT017,2524.0
FDP09,OUT045,3292.0
FDW21,OUT049,1746.0
FDY25,OUT035,3086.0
DRE13,OUT017,1480.0
FDV43,OUT019,-1194.0
FDD22,OUT045,1728.0
FDM46,OUT019,-450.0
NCO30,OUT010,994.0
FDM25,OUT046,2816.0
NCN41,OUT049,2012.0
FDU24,OUT045,1476.0
FDZ50,OUT046,2964.0
FDP45,OUT013,4032.0
NCM54,OUT045,1916.0
FDW10,OUT019,866.0
FDP20,OUT017,2152.0
FDK32,OUT046,2460.0
FDN52,OUT049,1538.0
FDM58,OUT045,1760.0
FDZ46,OUT027,3262.0
NCA18,OUT018,1586.0
FDD35,OUT046,1972.0
NCK31,OUT035,998.0
FDI40,OUT027,3134.0
FDT50,OUT019,-306.0
NCT06,OUT046,2590.0
FDT31,OUT035,3186.0
FDT45,OUT049,970.0
FDT13,OUT045,2912.0
FDO50,OUT045,1404.0
NCU18,OUT010,298.0
NCR54,OUT049,3126.0
NCO18,OUT018,2538.0
FDU09,OUT045,916.0
FDT13,OUT018,2722.0
FDE09,OUT046,1828.0
NCK53,OUT019,-314.0
FDG45,OUT049,3462.0
DRH15,OUT035,930.0
FDO21,OUT019,1694.0
FDD14,OUT027,4382.0
FDC09,OUT046,1716.0
FDH45,OUT027,2250.0
FDV32,OUT046,1080.0
FDG12,OUT035,2174.0
FDS32,OUT013,2304.0
NCL55,OUT018,3662.0
DRE01,OUT035,4002.0
DRE15,OUT049,1322.0
NCL42,OUT045,3796.0
FDP31,OUT013,1088.0
FDN33,OUT018,1290.0
FDZ59,OUT046,2672.0
FDE45,OUT010,926.0
FDJ07,OUT013,1936.0
FDQ45,OUT018,2722.0
FDM33,OUT027,4942.0
FDO15,OUT010,-618.0
FDM46,OUT013,1504.0
FDR03,OUT045,3244.0
FDY49,OUT018,2434.0
FDQ60,OUT045,1884.0
FDW10,OUT049,2874.0
FDO51,OUT049,890.0
FDJ40,OUT018,1534.0
FDS20,OUT018,2634.0
FDU45,OUT013,1872.0
FDV02,OUT035,2894.0
FDN09,OUT046,3840.0
NCM55,OUT027,4406.0
FDN23,OUT018,2090.0
FDY31,OUT010,418.0
FDW03,OUT010,-134.0
FDD14,OUT046,2888.0
FDV23,OUT017,2112.0
DRI03,OUT045,2712.0
FDN13,OUT035,1782.0
FDF45,OUT027,2526.0
FDU46,OUT035,1678.0
FDB57,OUT049,3646.0
FDV12,OUT049,1734.0
FDQ58,OUT013,2440.0
NCA18,OUT017,1932.0
FDH52,OUT049,1142.0
FDM24,OUT018,2178.0
NCP43,OUT027,4326.0
NCO18,OUT019,862.0
FDM32,OUT017,1588.0
NCL07,OUT017,724.0
FDK03,OUT013,4056.0
FDP59,OUT017,1792.0
FDQ24,OUT049,4038.0
FDQ16,OUT018,1498.0
FDU44,OUT013,2616.0
FDH28,OUT010,-1230.0
FDV28,OUT019,-1294.0
FDM22,OUT045,880.0
FDR56,OUT046,3148.0
FDV39,OUT049,3218.0
FDU37,OUT019,-574.0
FDQ11,OUT010,2190.0
FDX02,OUT045,3468.0
NCS42,OUT018,1202.0
FDY57,OUT027,3046.0
FDB21,OUT049,3890.0
FDE28,OUT017,3772.0
FDQ55,OUT017,1980.0
FDA48,OUT049,3594.0
FDZ19,OUT045,2708.0
NCC43,OUT045,3876.0
NCV18,OUT046,1298.0
NCA42,OUT018,2242.0
FDY45,OUT046,4056.0
NCC30,OUT045,2740.0
FDM57,OUT013,1448.0
FDL09,OUT010,750.0
FDB09,OUT027,3486.0
FDT44,OUT035,2098.0
NCT06,OUT027,4062.0
FDX26,OUT049,2982.0
FDK32,OUT013,2496.0
DRA12,OUT046,2268.0
FDO46,OUT010,1130.0
FDE52,OUT013,1480.0
NCH42,OUT045,3540.0
FDV08,OUT035,930.0
FDB47,OUT018,3074.0
FDC28,OUT010,-126.0
FDD22,OUT046,1832.0
FDS07,OUT027,3326.0
DRI13,OUT045,3348.0
FDG32,OUT018,3234.0
FDU14,OUT017,4060.0
FDD28,OUT019,-938.0
NCP41,OUT017,1836.0
FDS08,OUT049,2874.0
FDX47,OUT045,2500.0
FDC53,OUT019,-274.0
FDQ19,OUT035,4070.0
FDL14,OUT045,2460.0
FDM33,OUT019,1574.0
FDA51,OUT045,1780.0
FDZ27,OUT018,570.0
FDT04,OUT046,696.0
DRC13,OUT049,2110.0
FDR16,OUT027,4914.0
FDQ03,OUT027,5254.0
FDE38,OUT035,2882.0
DRH23,OUT027,2378.0
FDT11,OUT019,1122.0
FDD09,OUT035,3066.0
FDR40,OUT045,1316.0
FDX07,OUT017,3064.0
FDR07,OUT035,1762.0
FDA51,OUT017,1968.0
FDT59,OUT019,1742.0
FDF20,OUT017,3204.0
FDR13,OUT045,1836.0
FDY26,OUT049,3454.0
FDW04,OUT017,2232.0
FDK52,OUT017,3684.0
FDN60,OUT049,2578.0
FDM09,OUT019,838.0
FDP46,OUT049,1506.0
FDB50,OUT019,-658.0
NCQ29,OUT049,4118.0
FDP16,OUT027,5358.0
FDX33,OUT018,2338.0
FDP07,OUT010,1186.0
FDN22,OUT046,3992.0
FDF39,OUT049,4250.0
FDS21,OUT017,1156.0
NCM42,OUT013,1720.0
FDK50,OUT019,702.0
DRF13,OUT027,3802.0
FDH35,OUT018,2342.0
FDP60,OUT018,1342.0
DRJ49,OUT027,3546.0
NCT42,OUT019,426.0
FDE38,OUT049,2762.0
FDI04,OUT049,3270.0
NCH54,OUT045,2404.0
FDT56,OUT049,1090.0
DRD15,OUT018,3386.0
FDV58,OUT013,3080.0
FDP21,OUT049,3110.0
FDH05,OUT013,3728.0
FDR10,OUT027,4062.0
NCP06,OUT045,2276.0
FDF33,OUT049,1814.0
DRK37,OUT013,2988.0
DRH49,OUT045,1272.0
FDT58,OUT013,2680.0
FDD41,OUT018,1462.0
FDP40,OUT018,1570.0
FDM51,OUT027,3174.0
FDO45,OUT010,-462.0
FDW33,OUT010,-206.0
FDY24,OUT045,888.0
FDB10,OUT010,1842.0
FDM40,OUT035,2446.0
NCI06,OUT017,2940.0
FDW12,OUT019,430.0
FDX48,OUT027,3998.0
NCW05,OUT027,3150.0
FDX27,OUT017,1668.0
DRM37,OUT045,3040.0
FDA38,OUT045,3764.0
FDR36,OUT046,728.0
FDZ45,OUT046,3156.0
FDG05,OUT017,2668.0
FDK28,OUT013,4104.0
FDV47,OUT045,1328.0
FDN21,OUT045,2484.0
FDP20,OUT027,3526.0
FDI35,OUT045,2824.0
DRY23,OUT013,756.0
FDA56,OUT017,2092.0
FDB09,OUT013,1992.0
NCO26,OUT027,3326.0
FDQ49,OUT018,2274.0
FDI52,OUT027,3438.0
FDZ44,OUT027,3374.0
FDZ09,OUT018,2338.0
FDY03,OUT049,1938.0
NCG42,OUT017,2148.0
DRI13,OUT027,4914.0
FDQ32,OUT013,2072.0
FDW16,OUT035,1722.0
FDU27,OUT046,812.0
FDR28,OUT010,730.0
FDQ49,OUT010,650.0
FDS37,OUT046,1884.0
FDW26,OUT018,3258.0
FDX12,OUT018,3590.0
NCP06,OUT013,2376.0
FDW45,OUT010,410.0
NCN30,OUT049,1582.0
FDN24,OUT049,958.0
NCL41,OUT027,2014.0
FDR02,OUT019,-138.0
FDD09,OUT010,970.0
FDS33,OUT010,-454.0
FDU22,OUT045,1848.0
FDI53,OUT013,2632.0
DRH01,OUT049,2838.0
FDX32,OUT013,2336.0
NCP30,OUT018,378.0
FDB60,OUT045,3052.0
FDB14,OUT049,1622.0
NCP02,OUT035,1134.0
FDJ10,OUT017,2384.0
FDG34,OUT046,1832.0
NCB18,OUT017,1492.0
FDM16,OUT049,1354.0
FDW25,OUT018,1118.0
FDB35,OUT010,-390.0
DRN11,OUT013,2260.0
FDF41,OUT019,1978.0
FDH16,OUT045,1372.0
NCQ50,OUT018,3062.0
DRH23,OUT018,634.0
DRJ37,OUT013,2412.0
DRJ24,OUT027,4378.0
FDY16,OUT035,3146.0
FDQ27,OUT045,1684.0
FDZ33,OUT045,2300.0
FDF29,OUT045,2088.0
FDA08,OUT049,2726.0
FDG31,OUT046,1084.0
FDE34,OUT019,1006.0
NCR30,OUT027,2646.0
FDV33,OUT035,4330.0
DRZ24,OUT018,1646.0
NCL54,OUT035,2914.0
FDR12,OUT049,2882.0
NCC54,OUT046,3776.0
DRN59,OUT013,764.0
FDX50,OUT019,-142.0
FDV31,OUT027,4302.0
NCA29,OUT027,4198.0
FDW60,OUT049,2954.0
FDX08,OUT017,3012.0
DRD49,OUT013,3708.0
FDD33,OUT046,3652.0
FDW35,OUT013,752.0
FDJ36,OUT017,1796.0
FDV51,OUT035,2854.0
FDW36,OUT046,1728.0
FDH35,OUT046,2632.0
NCS30,OUT027,3534.0
FDN49,OUT017,788.0
FDL08,OUT018,3626.0
FDI09,OUT013,3832.0
FDP19,OUT018,1786.0
FDU21,OUT010,-1302.0
NCP41,OUT045,1636.0
FDY10,OUT013,1824.0
FDP12,OUT018,410.0
NCN26,OUT049,1918.0
FDK44,OUT013,2776.0
FDC28,OUT049,1846.0
FDJ41,OUT027,5646.0
NCT29,OUT035,2142.0
NCH42,OUT019,1666.0
FDU60,OUT018,2434.0
FDS02,OUT045,3028.0
FDC51,OUT046,2040.0
FDU03,OUT013,2944.0
FDX39,OUT045,3332.0
NCY05,OUT010,-1318.0
NCL06,OUT027,5542.0
FDD32,OUT035,1546.0
NCN41,OUT045,1860.0
NCX53,OUT049,2306.0
FDU57,OUT019,510.0
FDQ23,OUT046,1700.0
FDQ52,OUT045,3852.0
FDC14,OUT045,668.0
FDY09,OUT035,3018.0
FDQ28,OUT045,2468.0
FDV25,OUT046,3516.0
FDJ07,OUT035,2086.0
DRB25,OUT049,1766.0
FDK52,OUT019,1642.0
FDY52,OUT027,2534.0
FDB28,OUT046,3144.0
FDT36,OUT035,814.0
FDV25,OUT017,3628.0
NCN07,OUT027,3534.0
FDC57,OUT017,3208.0
FDQ03,OUT018,3514.0
FDU23,OUT017,2772.0
NCX41,OUT035,3530.0
NCD06,OUT035,942.0
FDW08,OUT045,1636.0
NCU29,OUT017,2396.0
NCE06,OUT013,2544.0
FDV52,OUT010,-6.0
FDB02,OUT017,2964.0
NCR18,OUT045,628.0
FDK16,OUT049,1614.0
NCQ29,OUT010,2114.0
FDZ01,OUT019,-182.0
FDW27,OUT035,2734.0
FDD17,OUT018,3506.0
FDW39,OUT013,2880.0
DRH59,OUT045,1100.0
FDS52,OUT013,1672.0
FDU40,OUT027,4582.0
NCF54,OUT013,2736.0
FDH46,OUT045,1648.0
NCP14,OUT049,1710.0
FDH50,OUT049,3062.0
DRF15,OUT010,510.0
FDV27,OUT027,2950.0
NCJ06,OUT049,1970.0
FDN02,OUT018,2986.0
FDQ51,OUT049,910.0
FDQ07,OUT017,3664.0
FDS45,OUT049,1838.0
NCJ06,OUT045,1836.0
FDD36,OUT035,2094.0
FDY25,OUT045,2840.0
FDU52,OUT046,2484.0
DRK47,OUT017,3672.0
NCL30,OUT017,2124.0
FDN22,OUT035,4198.0
NCF30,OUT027,3454.0
FDK03,OUT035,4286.0
FDT45,OUT017,1020.0
NCC54,OUT027,5222.0
FDP08,OUT018,2858.0
FDU44,OUT046,2652.0
DRG39,OUT035,1058.0
FDU32,OUT049,2054.0
FDY27,OUT049,2926.0
NCP54,OUT013,1952.0
NCZ41,OUT049,2062.0
DRL49,OUT013,2284.0
FDI05,OUT018,1018.0
FDY56,OUT045,3556.0
DRC13,OUT013,2044.0
NCV29,OUT017,2924.0
FDR24,OUT049,1566.0
FDZ34,OUT018,2778.0
FDP37,OUT035,2210.0
FDX08,OUT027,4366.0
FDS57,OUT045,2184.0
NCG18,OUT049,1702.0
FDK25,OUT018,2446.0
FDH53,OUT049,1450.0
DRI59,OUT018,3246.0
FDA52,OUT046,2848.0
FDT20,OUT010,-1246.0
FDE36,OUT019,726.0
FDI24,OUT017,2884.0
FDB28,OUT018,2894.0
FDV11,OUT017,2956.0
FDP01,OUT046,2500.0
FDD34,OUT027,4070.0
FDJ50,OUT027,2358.0
FDZ44,OUT013,1928.0
DRO59,OUT035,1418.0
DRB48,OUT045,624.0
FDR21,OUT018,2514.0
NCE42,OUT010,1766.0
FDO23,OUT046,1500.0
NCE30,OUT018,3050.0
FDQ22,OUT035,854.0
FDY01,OUT045,1812.0
FDS08,OUT017,2940.0
FDG28,OUT018,3682.0
FDQ51,OUT018,598.0
FDB05,OUT017,4048.0
FDO56,OUT049,2006.0
FDE02,OUT018,1234.0
FDN45,OUT017,3620.0
FDS09,OUT013,880.0
NCA54,OUT018,2582.0
FDP09,OUT010,1458.0
FDC53,OUT045,1552.0
NCM55,OUT017,3020.0
FDL09,OUT018,2450.0
FDA11,OUT019,-398.0
FDA50,OUT045,1456.0
FDC23,OUT017,2956.0
FDE22,OUT049,2626.0
FDD23,OUT046,3024.0
NCA29,OUT049,2798.0
FDK38,OUT046,2364.0
DRC13,OUT046,1984.0
NCP43,OUT049,2890.0
FDX28,OUT049,1686.0
FDF08,OUT049,1582.0
FDZ33,OUT046,2384.0
FDD10,OUT049,2962.0
FDO58,OUT017,2692.0
FDI50,OUT017,3796.0
FDO58,OUT045,2572.0
FDX08,OUT013,2904.0
NCK17,OUT010,-1246.0
FDF39,OUT035,4386.0
FDU45,OUT010,-62.0
NCJ18,OUT018,1566.0
DRC27,OUT019,1946.0
DRC25,OUT035,1570.0
FDU59,OUT035,2758.0
FDU28,OUT035,3246.0
NCP30,OUT046,664.0
FDB39,OUT018,662.0
FDE41,OUT013,1464.0
DRH11,OUT010,-1002.0
FDA58,OUT045,3660.0
FDU50,OUT046,1908.0
FDM34,OUT013,2088.0
FDM44,OUT027,3134.0
FDR39,OUT045,2840.0
FDM25,OUT045,2772.0
FDQ49,OUT049,2618.0
DRH25,OUT018,590.0
FDM09,OUT027,4238.0
FDL44,OUT019,670.0
NCR42,OUT018,274.0
DRL59,OUT046,868.0
FDX43,OUT013,2696.0
DRK47,OUT010,1646.0
FDU48,OUT018,1842.0
FDY12,OUT045,804.0
NCN43,OUT018,1678.0
NCM55,OUT018,2618.0
FDQ21,OUT027,3454.0
FDX13,OUT035,4174.0
NCK30,OUT027,5438.0
FDG20,OUT049,2898.0
DRG27,OUT017,756.0
FDY14,OUT018,3906.0
FDP59,OUT035,1898.0
FDU60,OUT017,2828.0
NCC18,OUT019,738.0
DRJ39,OUT017,3528.0
FDS07,OUT049,1902.0
FDM08,OUT027,5046.0
FDP51,OUT045,1904.0
FDU16,OUT035,1574.0
FDH12,OUT013,1736.0
DRE48,OUT010,1182.0
NCL42,OUT027,5302.0
FDR21,OUT045,2748.0
NCW29,OUT035,2270.0
FDO11,OUT013,4024.0
NCM31,OUT049,2302.0
FDV35,OUT019,538.0
FDF58,OUT017,1136.0
NCE43,OUT049,2724.0
FDA02,OUT035,2550.0
DRL37,OUT010,-1186.0
FDR24,OUT018,1258.0
FDW59,OUT049,1442.0
FDS22,OUT049,890.0
FDW24,OUT017,952.0
FDU24,OUT035,1766.0
FDA21,OUT027,4446.0
FDH58,OUT027,3366.0
FDW36,OUT018,1418.0
FDI45,OUT027,4238.0
FDU01,OUT018,2722.0
FDF35,OUT027,3222.0
FDU43,OUT019,1882.0
FDE24,OUT019,378.0
FDK50,OUT049,2690.0
FDG31,OUT045,984.0
FDC60,OUT045,1436.0
FDL36,OUT013,1480.0
FDP21,OUT013,3080.0
FDW16,OUT045,1448.0
FDX02,OUT017,3660.0
FDQ58,OUT027,3950.0
FDT51,OUT046,1844.0
FDD59,OUT049,1418.0
NCM42,OUT018,1466.0
FDA57,OUT018,426.0
FDZ48,OUT035,1998.0
FDE46,OUT045,2372.0
NCZ30,OUT019,-2.0
FDB56,OUT017,3136.0
FDA25,OUT027,3206.0
FDD20,OUT013,2024.0
FDL25,OUT013,1552.0
NCO18,OUT049,2864.0
FDJ45,OUT017,700.0
FDR12,OUT035,2962.0
NCF19,OUT010,-1150.0
FDK25,OUT046,2680.0
NCR17,OUT046,1812.0
FDC52,OUT046,2484.0
NCA54,OUT017,2948.0
FDR45,OUT010,1882.0
NCM19,OUT049,1870.0
FDF39,OUT027,5690.0
FDX23,OUT049,1658.0
FDD58,OUT027,3094.0
FDX28,OUT013,1632.0
NCD31,OUT013,2576.0
FDU57,OUT018,2182.0
FDI27,OUT046,828.0
NCM42,OUT046,1722.0
FDD32,OUT027,2854.0
FDI34,OUT013,3672.0
NCM29,OUT049,2134.0
